UTC Time,Latitude,Longitude,Altitude,Fix type,PDOP,HDOP,VDOP
00:01:12.000,51.99267416666667 N,4.375189 E,515.6 m,2D,6.5,6.4,1.0
00:01:13.000,51.992676333333335 N,4.3751895 E,515.9 m,2D,6.5,6.4,1.0
00:01:14.000,51.99267833333333 N,4.375190166666667 E,516.2 m,2D,6.5,6.4,1.0
00:01:15.000,51.9926805 N,4.375190666666667 E,516.6 m,2D,6.5,6.4,1.0
00:01:16.000,51.99268266666667 N,4.375191333333333 E,516.9 m,3D,6.6,3.5,5.6
00:01:17.000,51.992684833333335 N,4.375191833333333 E,517.2 m,2D,6.5,6.4,1.0
00:01:18.000,51.992687 N,4.375192333333334 E,517.6 m,2D,6.5,6.4,1.0
00:01:19.000,51.992689166666665 N,4.375192833333333 E,517.9 m,2D,6.5,6.4,1.0
00:01:20.000,51.99269133333333 N,4.375193333333334 E,518.3 m,2D,6.5,6.4,1.0
00:01:21.000,51.9926935 N,4.375193833333333 E,518.6 m,2D,6.5,6.4,1.0
00:01:22.000,51.99269533333333 N,4.375194333333333 E,518.9 m,2D,6.4,6.4,1.0
00:01:23.000,51.9926975 N,4.3751948333333335 E,519.3 m,2D,6.4,6.4,1.0
00:01:24.000,51.99269916666667 N,4.375195333333333 E,519.6 m,2D,6.4,6.4,1.0
00:01:25.000,51.992701 N,4.375195833333334 E,520.0 m,2D,6.4,6.4,1.0
00:01:26.000,51.99270283333333 N,4.375196333333333 E,520.3 m,2D,6.2,6.1,1.0
00:01:27.000,51.9927045 N,4.375196833333334 E,520.6 m,2D,6.4,6.4,1.0
00:01:28.000,51.992706166666665 N,4.375197333333333 E,521.0 m,2D,6.4,6.3,1.0
00:01:29.000,51.992708 N,4.375197666666667 E,521.3 m,2D,6.4,6.3,1.0
00:01:30.000,51.99270966666667 N,4.375198166666666 E,521.7 m,2D,6.4,6.3,1.0
00:01:31.000,51.992711666666665 N,4.375198666666667 E,522.0 m,2D,6.4,6.3,1.0
00:01:32.000,51.9927135 N,4.375199 E,522.3 m,2D,6.4,6.3,1.0
00:01:33.000,51.99271533333334 N,4.3751995 E,522.7 m,2D,6.4,6.3,1.0
00:01:34.000,51.99271683333333 N,4.3752 E,523.0 m,3D,6.5,5.6,3.4
00:01:35.000,51.99271866666667 N,4.3752005 E,523.4 m,3D,14.4,10.8,9.5
00:01:36.000,51.9927205 N,4.375200833333333 E,523.7 m,2D,6.4,6.3,1.0
00:01:37.000,51.99272233333333 N,4.375201333333333 E,524.0 m,2D,6.4,6.3,1.0
00:01:38.000,51.99272416666667 N,4.375201833333334 E,524.4 m,2D,6.4,6.3,1.0
00:01:39.000,51.992726 N,4.375202166666667 E,524.7 m,2D,6.4,6.3,1.0
00:01:40.000,51.99272766666667 N,4.375202666666667 E,525.1 m,2D,6.4,6.3,1.0
00:01:41.000,51.99272933333334 N,4.375203166666667 E,525.4 m,2D,6.4,6.3,1.0
00:01:42.000,51.992731 N,4.375203666666667 E,525.8 m,2D,6.4,6.3,1.0
00:01:43.000,51.99273266666667 N,4.375204166666666 E,526.1 m,2D,6.4,6.3,1.0
00:01:44.000,51.9927345 N,4.3752045 E,526.4 m,2D,6.4,6.3,1.0
00:01:45.000,51.992736 N,4.375205 E,526.8 m,2D,6.4,6.3,1.0
00:01:46.000,51.99273766666666 N,4.3752055 E,527.1 m,2D,6.4,6.3,1.0
00:01:47.000,51.99273933333333 N,4.375205833333333 E,527.5 m,2D,6.4,6.3,1.0
00:01:48.000,51.992741 N,4.375206333333334 E,527.8 m,2D,6.4,6.3,1.0
00:01:49.000,51.9927425 N,4.375206666666666 E,528.2 m,2D,6.3,6.3,1.0
00:01:50.000,51.99274366666667 N,4.375207 E,528.5 m,2D,6.3,6.3,1.0
00:01:51.000,51.992745 N,4.3752075 E,528.9 m,2D,6.3,6.3,1.0
00:01:52.000,51.9927465 N,4.3752078333333335 E,529.2 m,3D,14.0,10.5,9.3
00:01:53.000,51.992747666666666 N,4.375208333333333 E,529.6 m,2D,6.3,6.3,1.0
00:01:54.000,51.992749 N,4.3752086666666665 E,529.9 m,2D,6.3,6.2,1.0
00:01:55.000,51.99275033333333 N,4.375209 E,530.3 m,2D,6.3,6.2,1.0
00:01:56.000,51.9927515 N,4.375209333333333 E,530.6 m,2D,6.3,6.2,1.0
00:01:57.000,51.992752833333334 N,4.375209833333333 E,531.0 m,2D,6.3,6.2,1.0
00:01:58.000,51.992754166666664 N,4.375210166666666 E,531.3 m,2D,6.3,6.2,1.0
00:01:59.000,51.992755833333334 N,4.3752105 E,531.7 m,2D,6.3,6.2,1.0
00:02:00.000,51.992757 N,4.375211 E,532.0 m,2D,6.3,6.2,1.0
00:02:01.000,51.9927585 N,4.375211333333334 E,532.4 m,2D,6.3,6.2,1.0
00:02:02.000,51.9927595 N,4.375211666666667 E,532.7 m,2D,6.3,6.2,1.0
00:02:03.000,51.99276066666667 N,4.375212166666667 E,533.1 m,2D,6.3,6.2,1.0
00:02:04.000,51.99276183333333 N,4.3752125 E,533.4 m,2D,6.3,6.2,1.0
00:02:05.000,51.992763 N,4.375212833333333 E,533.8 m,2D,6.3,6.2,1.0
00:02:06.000,51.992764 N,4.375213166666667 E,534.1 m,2D,6.3,6.2,1.0
00:02:07.000,51.992765166666665 N,4.3752135 E,534.5 m,2D,6.3,6.2,1.0
00:02:08.000,51.99276616666667 N,4.375214 E,534.8 m,2D,6.3,6.2,1.0
00:02:09.000,51.99276733333333 N,4.375214333333333 E,535.2 m,2D,6.3,6.2,1.0
00:02:10.000,51.992768833333336 N,4.3752146666666665 E,535.5 m,2D,6.3,6.2,1.0
00:02:11.000,51.992770166666666 N,4.375215 E,535.9 m,2D,6.3,6.2,1.0
00:02:12.000,51.99277133333333 N,4.375215333333333 E,536.2 m,2D,6.3,6.2,1.0
00:02:13.000,51.99277266666667 N,4.375215833333334 E,536.6 m,2D,6.3,6.2,1.0
00:02:14.000,51.99277383333333 N,4.375216166666666 E,537.0 m,2D,6.3,6.2,1.0
00:02:15.000,51.99277516666667 N,4.3752165 E,537.3 m,2D,6.3,6.2,1.0
00:02:16.000,51.9927765 N,4.375217 E,537.7 m,2D,6.2,6.2,1.0
00:02:17.000,51.99277766666667 N,4.3752173333333335 E,538.0 m,2D,6.2,6.2,1.0
00:02:18.000,51.99277883333333 N,4.375217833333333 E,538.4 m,2D,6.2,6.2,1.0
00:02:19.000,51.99277983333333 N,4.3752181666666665 E,538.7 m,2D,6.2,6.2,1.0
00:02:20.000,51.99278066666667 N,4.3752185 E,539.1 m,2D,6.2,6.2,1.0
00:02:21.000,51.992781666666666 N,4.375219 E,539.4 m,2D,6.2,6.1,1.0
00:02:22.000,51.9927825 N,4.375219333333333 E,539.8 m,2D,6.2,6.1,1.0
00:02:23.000,51.992783333333335 N,4.375219666666666 E,540.1 m,2D,6.2,6.1,1.0
00:02:24.000,51.99278416666667 N,4.37522 E,540.5 m,2D,6.2,6.1,1.0
00:02:25.000,51.992785166666664 N,4.375220333333333 E,540.8 m,2D,6.2,6.1,1.0
00:02:26.000,51.992786333333335 N,4.375220666666666 E,541.2 m,2D,6.2,6.1,1.0
00:02:27.000,51.9927875 N,4.375221 E,541.6 m,2D,6.2,6.1,1.0
00:02:28.000,51.99278866666667 N,4.3752215 E,541.9 m,2D,6.2,6.1,1.0
00:02:29.000,51.99278983333333 N,4.375221833333334 E,542.3 m,3D,13.2,9.9,8.7
00:02:30.000,51.992791 N,4.375222166666667 E,542.6 m,2D,6.2,6.1,1.0
00:02:31.000,51.99279216666667 N,4.3752225 E,543.0 m,2D,6.2,6.1,1.0
00:02:32.000,51.99279333333333 N,4.375222833333333 E,543.3 m,2D,6.2,6.1,1.0
00:02:33.000,51.992794333333336 N,4.375223166666666 E,543.7 m,2D,6.2,6.1,1.0
00:02:34.000,51.99279533333333 N,4.3752235 E,544.0 m,2D,6.2,6.1,1.0
00:02:35.000,51.9927965 N,4.375224 E,544.4 m,2D,6.2,6.1,1.0
00:02:36.000,51.9927975 N,4.375224333333334 E,544.7 m,2D,6.2,6.1,1.0
00:02:37.000,51.9927985 N,4.375224666666667 E,545.1 m,2D,6.2,6.1,1.0
00:02:38.000,51.9927995 N,4.375225 E,545.4 m,2D,6.2,6.1,1.0
00:02:39.000,51.9928005 N,4.375225333333334 E,545.8 m,2D,6.2,6.1,1.0
00:02:40.000,51.99280133333333 N,4.375225666666666 E,546.2 m,2D,6.2,6.1,1.0
00:02:41.000,51.99280233333333 N,4.375226 E,546.5 m,2D,6.2,6.1,1.0
00:02:42.000,51.99280316666667 N,4.3752265 E,546.9 m,2D,6.2,6.1,1.0
00:02:43.000,51.992804166666666 N,4.3752268333333335 E,547.2 m,2D,6.2,6.1,1.0
00:02:44.000,51.992805 N,4.375227166666667 E,547.6 m,2D,6.1,6.1,1.0
00:02:45.000,51.992806 N,4.3752275 E,547.9 m,2D,6.1,6.1,1.0
00:02:46.000,51.99280683333333 N,4.375228 E,548.3 m,2D,6.1,6.1,1.0
00:02:47.000,51.99280783333333 N,4.375228333333333 E,548.6 m,3D,12.8,9.6,8.5
00:02:48.000,51.992808833333335 N,4.375228666666667 E,549.0 m,2D,6.1,6.1,1.0
00:02:49.000,51.9928095 N,4.375229 E,549.4 m,2D,6.1,6.0,1.0
00:02:50.000,51.99281 N,4.375229166666666 E,549.7 m,2D,6.1,6.0,1.0
00:02:51.000,51.99281033333333 N,4.3752295 E,550.1 m,3D,6.5,3.5,5.4
00:02:52.000,51.99281083333333 N,4.375229833333333 E,550.4 m,3D,6.5,3.5,5.4
00:02:53.000,51.992811333333336 N,4.375230166666666 E,550.8 m,2D,6.1,6.0,1.0
00:02:54.000,51.992811833333334 N,4.3752305 E,551.2 m,2D,6.1,6.0,1.0
00:02:55.000,51.99281233333333 N,4.375230833333333 E,551.5 m,2D,6.1,6.0,1.0
00:02:56.000,51.992812666666666 N,4.375231166666667 E,551.9 m,2D,6.1,6.0,1.0
00:02:57.000,51.992813166666664 N,4.3752315 E,552.3 m,2D,6.1,6.0,1.0
00:02:58.000,51.99281366666666 N,4.375231833333333 E,552.6 m,2D,6.1,6.0,1.0
00:02:59.000,51.99281416666667 N,4.375232166666667 E,553.0 m,2D,6.1,6.0,1.0
00:03:00.000,51.99281466666667 N,4.3752325 E,553.3 m,2D,6.1,6.0,1.0
00:03:01.000,51.992815666666665 N,4.375233 E,553.7 m,2D,6.1,6.0,1.0
00:03:02.000,51.992816166666664 N,4.375233333333333 E,554.1 m,2D,6.1,6.0,1.0
